City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
169,kozulka,50.0351,23.797,-2.24,93,100,3.59,UA,1678057431
170,cessnock,-32.8333,151.35,30.9,33,40,5.04,AU,1678057432
171,bethel,41.3712,-73.414,8.2,58,75,2.57,US,1678057432
172,chokurdakh,70.6333,147.9167,-45.22,100,62,0.54,RU,1678057432
173,dawson,31.7735,-84.4466,24.21,49,0,1.82,US,1678057235
174,palmer,42.1584,-72.3287,5.12,67,40,2.57,US,1678057433
175,qorveh,35.1664,47.8045,5.37,51,0,3.79,IR,1678057434
176,ahipara,-35.1667,173.1667,20.55,56,62,5.48,NZ,1678057434
177,waycross,31.2136,-82.354,26.13,56,0,5.14,US,1678057434
178,arica,-18.475,-70.3042,27.75,69,0,5.66,CL,1678057219
179,bafoussam,5.4737,10.4179,18.97,84,98,1.91,CM,1678057435
180,deputatskiy,69.3,139.9,-25.12,98,100,0.62,RU,1678057435
181,mangan,27.5167,88.5333,16.2,66,84,2.2,IN,1678057436
182,butaritari,3.0707,172.7902,26.92,77,96,2.55,KI,1678057436
183,sao joao da barra,-21.6403,-41.0511,27.05,83,77,8.64,BR,1678057436
184,klyuchevsk,57.1216,60.9414,-2.04,96,92,2.97,RU,1678057437
185,ostrovnoy,68.0531,39.5131,-11.4,84,100,3.02,RU,1678057437
186,kamensk-uralskiy,56.4185,61.9329,0.05,87,99,8.09,RU,1678057438
187,norman wells,65.282,-126.8329,-22.98,64,20,1.03,CA,1678057438
188,camana,-16.6228,-72.7111,23.59,78,99,3.02,PE,1678057438
189,san carlos del zulia,9.0,-71.9135,28.71,67,84,3.66,VE,1678057439
190,srednekolymsk,67.45,153.6833,-36.68,97,68,1.59,RU,1678057439
191,port alfred,-33.5906,26.891,17.88,96,76,0.89,ZA,1678057440
192,ponta do sol,32.6667,-17.1,20.35,85,73,3.32,PT,1678057440
193,zambezi,-13.5432,23.1047,18.59,98,93,1.79,ZM,1678057440
194,taranagar,28.6709,75.0351,20.0,36,0,2.33,IN,1678057441
195,hit,33.6416,42.8251,21.62,26,66,8.31,IQ,1678057442
196,santa cruz cabralia,-16.2781,-39.0247,25.13,88,40,3.6,BR,1678057442
197,olga,43.7444,135.2892,-0.44,78,17,2.13,RU,1678057443
198,la ronge,55.1001,-105.2842,-16.86,46,40,7.2,CA,1678057443
199,swift current,50.2834,-107.8014,-11.55,92,40,7.2,CA,1678057144
200,chau doc,10.7,105.1167,20.93,73,100,1.42,VN,1678057444
201,salaya,22.3167,69.6,24.26,62,22,4.31,IN,1678057444
202,xinzhou,38.4092,112.7333,6.53,28,17,0.76,CN,1678057445
203,mangrol,21.1167,70.1167,24.94,52,0,3.46,IN,1678057445
204,puri,19.8,85.85,21.29,65,0,2.65,IN,1678057446
205,ancud,-41.8697,-73.8203,15.62,94,62,6.57,CL,1678057446
206,yunyang,33.4474,112.7142,11.92,52,61,2.24,CN,1678057447
207,valdepenas,38.7621,-3.3848,5.47,89,100,3.88,ES,1678057447
208,ryotsu,38.0833,138.4333,5.88,65,26,1.12,JP,1678057447
209,puerto escondido,15.85,-97.0667,29.46,65,0,4.63,MX,1678057448
210,banes,20.9625,-75.7186,25.3,76,23,4.75,CU,1678057449
211,flinders,-34.5833,150.8552,30.59,65,16,2.68,AU,1678057450
212,camacha,33.0833,-16.3333,16.68,88,20,0.0,PT,1678057450
213,kodiak,57.79,-152.4072,1.36,67,77,0.34,US,1678057358
214,canby,45.2629,-122.6926,7.86,79,100,3.6,US,1678057451
215,sunnyvale,37.3688,-122.0363,13.79,56,20,5.14,US,1678057396
216,hailun,47.45,126.9333,-7.22,94,91,1.59,CN,1678057452
217,beloha,-25.1667,45.05,21.59,94,100,6.8,MG,1678057453
218,geraldton,-28.7667,114.6,16.23,82,0,4.12,AU,1678057453
219,vardo,70.3705,31.1107,-12.01,67,95,7.72,NO,1678057454
220,yulara,-25.2406,130.9889,23.86,41,29,6.47,AU,1678057455
221,zapolyarnyy,69.4154,30.8136,-13.4,98,100,1.62,RU,1678057455
222,hongjiang,27.11,109.9956,13.95,51,8,1.05,CN,1678057456
223,dunedin,-45.8742,170.5036,14.78,57,11,3.3,NZ,1678057456
224,hurghada,27.2574,33.8129,25.02,12,0,0.0,EG,1678057203
225,galveston,29.3669,-94.9669,24.06,68,0,4.12,US,1678057457
226,santa vitoria do palmar,-33.5189,-53.3681,20.3,81,0,3.45,BR,1678057190
227,caluquembe,-13.7833,14.6833,17.34,85,91,1.13,AO,1678057458
228,puerto leguizamo,-0.1934,-74.7819,22.46,98,100,0.95,CO,1678057458
229,capanema,-1.1958,-47.1808,23.73,97,100,1.5,BR,1678057459
230,tambopata,-12.7333,-69.1833,26.94,83,20,2.06,PE,1678057459
231,gubkin,51.2817,37.5458,-4.29,86,76,3.83,RU,1678057460
232,nemuro,43.3236,145.575,0.54,83,5,6.1,JP,1678057460
233,tual,-5.6667,132.75,27.57,78,100,9.75,ID,1678057461
234,lagos,6.5833,3.75,28.18,82,58,2.61,NG,1678057390
235,jensen beach,27.2545,-80.2298,27.03,78,0,3.6,US,1678057374
236,pirovskoye,57.6267,92.2658,-10.14,96,100,2.12,RU,1678057462
237,luganville,-15.5333,167.1667,28.55,75,94,0.19,VU,1678057463
238,tarko-sale,64.9225,77.785,-27.57,100,100,3.05,RU,1678057463
239,severo-kurilsk,50.6789,156.125,0.05,83,88,3.29,RU,1678057464
240,tromso,69.6496,18.957,-5.9,79,75,3.09,NO,1678057464
241,domat,46.8348,9.4508,0.19,84,52,1.32,CH,1678057465
242,galashki,43.1136,44.9894,0.53,80,94,0.93,RU,1678057465
243,mount gambier,-37.8333,140.7667,16.33,63,86,4.36,AU,1678057416
244,benghazi,32.1167,20.0667,15.35,65,6,6.97,LY,1678057466
245,klaksvik,62.2266,-6.589,-1.49,72,100,13.92,FO,1678057466
246,havoysund,70.9963,24.6622,-5.87,69,99,4.42,NO,1678057467
247,trincomalee,8.5711,81.2335,26.3,77,70,5.13,LK,1678057467
248,sistranda,63.7256,8.834,-7.02,58,100,6.69,NO,1678057468
249,ilmatsalu,58.3881,26.5593,-5.93,84,20,2.57,EE,1678057468
250,vryburg,-26.9566,24.7284,18.78,38,2,3.7,ZA,1678057469
251,yanam,16.7333,82.2167,18.94,90,0,0.93,IN,1678057469
252,souillac,-20.5167,57.5167,24.21,94,75,0.0,MU,1678057470
253,fortuna,40.5982,-124.1573,9.51,55,75,4.12,US,1678057470
254,jackson,42.4165,-122.8345,6.33,62,99,2.24,US,1678057322
255,ternate,0.8,127.4,26.64,81,58,4.73,ID,1678057471
256,bucerias,20.75,-105.3333,24.99,60,0,5.14,MX,1678057471
257,barcelos,41.5388,-8.6151,12.08,94,97,2.29,PT,1678057472
258,mersin,36.862,34.6509,15.11,54,86,2.44,TR,1678057472
259,tanete,-3.9443,119.7848,24.43,88,100,2.1,ID,1678057473
260,sompeta,18.9333,84.6,23.8,38,0,2.0,IN,1678057473
261,havelange,50.3833,5.2333,2.35,97,100,2.16,BE,1678057474
262,synya,65.3718,58.0387,-29.29,100,96,1.14,RU,1678057475
263,phan thiet,10.9333,108.1,20.23,75,100,2.9,VN,1678057475
264,saldanha,-33.0117,17.9442,17.03,86,42,8.54,ZA,1678057476
265,luanda,-8.8368,13.2343,25.0,83,40,3.6,AO,1678057344
266,nelson bay,-32.7167,152.15,28.89,70,58,3.13,AU,1678057477
267,havre-saint-pierre,50.2334,-63.5986,-2.8,63,100,7.72,CA,1678057478
268,requena,39.4883,-1.1004,5.84,90,100,5.91,ES,1678057478
269,meulaboh,4.1363,96.1285,23.2,87,5,1.98,ID,1678057479
270,kavaratti,10.5669,72.642,27.19,69,0,1.69,IN,1678057479
271,galle,6.0367,80.217,24.28,83,87,1.45,LK,1678057480
272,cabo san lucas,22.8909,-109.9124,25.9,52,0,4.52,MX,1678057202
273,mao,39.8885,4.2658,11.31,87,75,3.6,ES,1678057480
274,tasiilaq,65.6145,-37.6368,-3.91,85,38,1.96,GL,1678057481
275,gizo,-8.103,156.8419,25.77,87,100,3.53,SB,1678057481
276,san cristobal,7.7669,-72.225,30.74,66,48,1.28,VE,1678057482
277,vaitape,-16.5167,-151.75,28.61,72,94,7.99,PF,1678057482
278,tura,25.5198,90.2201,19.35,47,0,1.52,IN,1678057363
279,constitucion,-35.3333,-72.4167,16.31,81,27,4.49,CL,1678057483
280,hammerfest,70.6634,23.6821,-5.75,93,100,4.12,NO,1678057484
281,emerald,-23.5333,148.1667,25.75,62,3,5.38,AU,1678057484
282,shimoda,34.6667,138.95,8.95,81,94,4.27,JP,1678057484
283,vicosa,-20.7539,-42.8819,20.84,86,92,2.04,BR,1678057485
284,victoria,22.2855,114.1577,17.96,64,0,3.58,HK,1678057376
285,asau,46.4333,26.4,0.71,80,76,1.86,RO,1678057486
286,bambous virieux,-20.3428,57.7575,24.14,94,75,0.0,MU,1678057486
287,karachi,24.9056,67.0822,23.9,46,0,2.06,PK,1678057203
288,loveland,40.3978,-105.075,13.21,47,0,11.32,US,1678057329
289,sorland,67.667,12.6934,-2.08,61,100,10.52,NO,1678057487
290,roald,62.5833,6.1333,0.97,100,75,3.09,NO,1678057279
291,port hedland,-20.3167,118.5667,29.03,89,75,3.6,AU,1678057488
292,lewiston,44.1003,-70.2148,3.29,67,0,3.09,US,1678057328
293,dandong,40.1292,124.3947,2.57,74,59,2.91,CN,1678057488
294,palmas,-10.2128,-48.3603,26.93,89,20,2.06,BR,1678057489
295,axim,4.8699,-2.2405,25.98,88,28,0.71,GH,1678057489
296,mokhsogollokh,61.4681,128.9203,-17.54,97,94,2.17,RU,1678057490
297,tiksi,71.6872,128.8694,-22.1,100,100,1.53,RU,1678057490
298,isangel,-19.55,169.2667,27.77,75,13,3.66,VU,1678057491
299,galesong,-5.3166,119.3661,24.01,89,100,3.44,ID,1678057491
300,san ramon,37.7799,-121.978,12.63,54,40,6.17,US,1678057329
301,ylivieska,64.0833,24.55,-7.6,97,98,1.3,FI,1678057492
302,cap malheureux,-19.9842,57.6142,24.15,88,100,2.24,MU,1678057492
303,hirara,24.8,125.2833,14.15,58,40,5.14,JP,1678057493
304,toftlund,55.1886,9.0693,0.33,86,0,1.54,DK,1678057494
305,altus,34.6381,-99.334,29.04,25,0,9.77,US,1678057494
306,quatre cocos,-20.2078,57.7625,24.06,89,100,2.98,MU,1678057495
307,manastirea,44.2167,26.9,6.68,71,94,3.43,RO,1678057495
308,santa lucia,27.9117,-15.5407,13.62,77,20,3.09,ES,1678057496
309,kaduqli,11.0167,29.7167,28.48,17,6,2.31,SD,1678057497
310,havelock,34.8791,-76.9013,16.99,60,0,4.63,US,1678057205
311,bilma,18.6853,12.9164,27.56,9,41,4.82,NE,1678057497
312,casma,-41.0082,-73.1244,22.78,56,20,2.53,CL,1678057498
313,gravdal,68.1214,13.5031,-4.06,54,40,6.69,NO,1678057392
314,adrar,20.5022,-10.0711,22.66,13,52,4.15,MR,1678057499
315,karratha,-20.7377,116.8463,29.52,69,81,2.99,AU,1678057499
316,aksu,41.1231,80.2644,6.36,40,8,1.94,CN,1678057228
317,kununurra,-15.7667,128.7333,26.99,83,61,1.03,AU,1678057282
318,port shepstone,-30.7414,30.455,24.13,91,63,6.87,ZA,1678057500
319,vostok,46.4856,135.8833,-1.07,84,75,2.97,RU,1678057501
320,bourne,52.7667,-0.3833,3.5,81,100,2.06,GB,1678057501
321,lima,-12.0432,-77.0282,26.14,61,0,3.09,PE,1678056857
322,bourail,-21.5667,165.4833,27.32,69,45,2.94,NC,1678057258
323,pecos,31.4229,-103.4932,30.13,6,44,7.72,US,1678057502
324,qianan,44.9932,124.0581,0.28,64,97,3.03,CN,1678057503
325,erzin,36.9559,36.2,16.34,50,100,2.6,TR,1678057503
326,svetlogorsk,52.6333,29.7333,-2.64,66,42,4.09,BY,1678057504
327,college,64.8569,-147.8028,-6.22,55,75,0.0,US,1678057505
328,petropavlovsk-kamchatskiy,53.0452,158.6483,-11.67,67,75,3.0,RU,1678057505
329,asfi,32.2994,-9.2372,14.51,72,99,2.98,MA,1678057506
330,miri,4.4148,114.0089,24.08,100,40,1.54,MY,1678057506
331,mahibadhoo,3.7833,72.9667,27.19,77,100,7.06,MV,1678057507
332,grand gaube,-20.0064,57.6608,24.22,88,100,2.24,MU,1678057507
333,te anau,-45.4167,167.7167,15.82,51,25,0.32,NZ,1678057508
334,dingle,10.9995,122.6711,23.49,86,57,4.53,PH,1678057508
335,vao,-22.6667,167.4833,24.42,69,83,7.39,NC,1678057508
336,egvekinot,66.3167,-179.1667,-11.38,95,100,2.61,RU,1678057509
337,nome,64.5011,-165.4064,-0.47,100,100,9.77,US,1678057509
338,jacareacanga,-6.2222,-57.7528,24.48,96,62,0.81,BR,1678057396
339,chulym,55.0997,80.9572,-14.1,99,94,2.09,RU,1678057510
340,igrim,63.1906,64.4162,-16.16,98,92,2.18,RU,1678057510
341,reconquista,-29.15,-59.65,28.23,43,0,3.75,AR,1678057511
342,hasaki,35.7333,140.8333,8.45,80,100,6.46,JP,1678057511
343,quzhou,28.9594,118.8686,10.0,62,0,0.94,CN,1678057512
344,fukue,32.6881,128.8419,12.01,61,0,4.79,JP,1678057512
345,ayan,56.45,138.1667,-12.25,78,92,3.55,RU,1678057513
346,kyra,49.5776,111.9753,-9.66,85,19,1.12,RU,1678057513
347,crotone,39.0851,17.1178,9.89,70,0,2.11,IT,1678057513
348,sawakin,19.1059,37.3321,25.65,83,98,3.8,SD,1678057514
349,alugan,12.2188,125.4808,24.73,87,73,3.23,PH,1678057514
350,daru,-9.0763,143.2092,26.79,82,94,5.91,PG,1678057515
351,codrington,-38.2667,141.9667,14.85,72,76,4.5,AU,1678057515
352,mataram,-8.5833,116.1167,24.45,89,99,1.53,ID,1678057516
353,plettenberg bay,-34.0527,23.3716,17.99,89,38,6.41,ZA,1678057517
354,oranjemund,-28.55,16.4333,17.47,95,27,0.77,NA,1678057517
355,misratah,32.3754,15.0925,13.98,59,0,4.9,LY,1678057518
356,berlevag,70.8578,29.0864,-11.0,67,0,9.77,NO,1678057393
357,fort nelson,58.8053,-122.7002,-13.23,43,40,2.57,CA,1678057250
358,ruidoso,33.3317,-105.673,15.53,15,9,6.69,US,1678057519
359,balsas,-7.5325,-46.0356,25.9,79,84,1.98,BR,1678057281
360,pitimbu,-7.4706,-34.8086,28.33,71,94,4.61,BR,1678057519
361,rawson,-43.3002,-65.1023,26.98,30,0,6.15,AR,1678057228
362,sousa,-6.7592,-38.2281,28.36,46,76,3.7,BR,1678057520
363,santa cruz,-17.8,-63.1667,29.03,74,75,3.6,BO,1678057520
364,manzhouli,49.6,117.4333,-13.91,91,56,2.84,CN,1678057521
365,blind river,46.1834,-82.9582,5.06,82,75,1.77,CA,1678057521
366,padang,-0.9492,100.3543,24.57,86,100,1.81,ID,1678057522
367,dinguiraye,11.3,-10.7167,28.28,22,0,1.43,GN,1678057522
368,norsup,-16.0667,167.3833,28.33,75,97,5.05,VU,1678057522
369,ivaipora,-24.2478,-51.6847,19.78,93,3,0.79,BR,1678057523
370,ulladulla,-35.35,150.4667,27.73,49,3,3.14,AU,1678057523
371,piranshahr,36.701,45.1413,7.37,68,7,3.93,IR,1678057524
372,uvinza,-5.1036,30.3911,18.93,95,100,0.47,TZ,1678057524
373,kaputa,-8.4689,29.6619,20.44,90,100,0.88,ZM,1678057525
